trip_id,client_type,budget_total,destination,saison,duree_jours,type_hebergement,prix_vol,meteo_prevue,activite_principale,satisfaction_client,imprevus,reorganisation_necessaire,respect_budget,retour_client,budget_par_jour,part_vol_budget,sejour_long,meteo_risque,client_business,hebergement_luxe,region_destination,distance_vol_categorie,destination_luxe,imprevu_present,imprevu_transport,imprevu_meteo,budget_non_respecte,gravite_imprevu,budget_tendu
663,business,1851.9,rome,automne,4,appartement,1333.98,variable,business,1,retard_vol,1,1,séjour mitigé.,462.975,0.7203304714077434,0.0,1.0,1.0,0.0,europe,court,1.0,1.0,1.0,0.0,0.0,2,1.0
664,solo,12915.63,paris,été,12,hôtel,1015.79,ensoleillé,gastronomie,3,météo,1,0,séjour mitigé.,1076.3025,0.07864811859738936,0.0,0.0,0.0,0.0,europe,court,1.0,1.0,0.0,1.0,1.0,1,0.0
665,famille,17346.05,new york,automne,17,resort,1516.06,nuageux,gastronomie,4,aucun,0,1,excellent séjour.,1020.3558823529411,0.08740087800969097,1.0,0.0,0.0,1.0,amerique du nord,long,1.0,0.0,0.0,0.0,0.0,0,0.0
666,solo,4779.71,bali,hiver,7,villa,1260.66,variable,culture,4,aucun,0,0,excellent séjour.,682.8157142857143,0.2637524033884901,0.0,1.0,0.0,1.0,asie,long,1.0,0.0,0.0,0.0,1.0,0,0.0
667,business,1865.41,dubaï,hiver,4,villa,1342.44,pluie,business,3,retard_vol,1,1,séjour mitigé.,466.3525,0.7196487635425992,0.0,1.0,1.0,1.0,inconnu,inconnu,,1.0,1.0,0.0,0.0,2,1.0
668,famille,5413.31,tokyo,été,14,villa,831.73,ensoleillé,plage,3,aucun,0,0,séjour mitigé.,386.665,0.15364536669800916,1.0,0.0,0.0,1.0,asie,long,1.0,0.0,0.0,0.0,1.0,0,0.0
669,senior,4741.56,dubaï,printemps,8,resort,1416.07,nuageux,culture,3,annulation,1,0,séjour mitigé.,592.695,0.2986506550586726,0.0,0.0,0.0,1.0,inconnu,inconnu,,1.0,1.0,0.0,1.0,3,0.0
670,business,2398.51,paris,automne,3,hôtel,1263.16,pluie,business,2,aucun,0,0,séjour mitigé.,799.5033333333334,0.5266436245835956,0.0,1.0,1.0,0.0,europe,court,1.0,0.0,0.0,0.0,1.0,0,1.0
671,couple,14802.98,new york,automne,16,appartement,977.64,pluie,plage,2,retard_vol,1,1,séjour mitigé.,925.18625,0.06604345881707602,1.0,1.0,0.0,0.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,2,0.0
672,business,5601.16,new york,printemps,7,hôtel,1187.59,variable,business,2,retard_vol,1,1,séjour mitigé.,800.1657142857142,0.2120257232430425,0.0,1.0,1.0,0.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,2,0.0
673,solo,5870.61,bali,été,8,appartement,1585.81,ensoleillé,randonnée,3,retard_vol,1,1,séjour mitigé.,733.82625,0.27012695443914686,0.0,0.0,0.0,0.0,asie,long,1.0,1.0,1.0,0.0,0.0,2,0.0
674,solo,9528.4,sydney,automne,14,hôtel,1433.55,nuageux,culture,2,bagages,1,1,séjour mitigé.,680.6,0.15045023298769994,1.0,0.0,0.0,0.0,oceanie,long,1.0,1.0,1.0,0.0,0.0,1,0.0
675,famille,12579.87,bali,automne,17,appartement,1532.23,variable,culture,2,bagages,1,1,séjour mitigé.,739.9923529411765,0.12180014578846998,1.0,1.0,0.0,0.0,asie,long,1.0,1.0,1.0,0.0,0.0,1,0.0
676,business,2197.47,tokyo,hiver,6,villa,692.55,pluie,business,4,météo,1,1,excellent séjour.,366.24499999999995,0.3151578861144862,0.0,1.0,1.0,1.0,asie,long,1.0,1.0,0.0,1.0,0.0,1,0.0
677,solo,3811.78,bali,été,6,hôtel,1053.11,ensoleillé,plage,4,retard_vol,1,1,excellent séjour.,635.2966666666667,0.2762777495028569,0.0,0.0,0.0,0.0,asie,long,1.0,1.0,1.0,0.0,0.0,2,0.0
679,famille,11176.71,new york,printemps,13,appartement,1118.42,pluie,plage,1,météo,1,1,séjour mitigé.,859.746923076923,0.1000670143539557,0.0,1.0,0.0,0.0,amerique du nord,long,1.0,1.0,0.0,1.0,0.0,1,0.0
680,couple,6474.73,bali,printemps,10,resort,1439.67,variable,plage,2,bagages,1,1,séjour mitigé.,647.473,0.22235212896908446,0.0,1.0,0.0,1.0,asie,long,1.0,1.0,1.0,0.0,0.0,1,0.0
681,famille,6620.82,rome,été,16,appartement,955.21,nuageux,plage,1,météo,1,0,séjour mitigé.,413.80125,0.144273670028788,1.0,0.0,0.0,0.0,europe,court,1.0,1.0,0.0,1.0,1.0,1,0.0
682,couple,13953.56,paris,automne,15,villa,1502.51,pluie,randonnée,2,météo,1,0,séjour mitigé.,930.2373333333333,0.10767933057943636,1.0,1.0,0.0,1.0,europe,court,1.0,1.0,0.0,1.0,1.0,1,0.0
683,couple,5426.77,lisbonne,automne,9,appartement,883.53,pluie,business,3,aucun,0,1,séjour mitigé.,602.9744444444445,0.16280955338074027,0.0,1.0,0.0,0.0,europe,court,0.0,0.0,0.0,0.0,0.0,0,0.0
684,business,1614.52,tokyo,automne,4,appartement,702.04,nuageux,culture,1,retard_vol,1,1,séjour mitigé.,403.63,0.43482892748309093,0.0,0.0,1.0,0.0,asie,long,1.0,1.0,1.0,0.0,0.0,2,0.0
685,business,4012.31,lisbonne,automne,7,villa,767.59,pluie,business,2,aucun,0,1,séjour mitigé.,573.1871428571428,0.19130874733009165,0.0,1.0,1.0,1.0,europe,court,0.0,0.0,0.0,0.0,0.0,0,0.0
686,business,1931.94,lisbonne,été,3,villa,680.33,ensoleillé,culture,1,retard_vol,1,0,séjour mitigé.,643.98,0.35214861745188775,0.0,0.0,1.0,1.0,europe,court,0.0,1.0,1.0,0.0,1.0,2,0.0
687,business,2025.29,rome,été,5,villa,1438.29,variable,culture,3,bagages,1,0,séjour mitigé.,405.058,0.7101649640298426,0.0,1.0,1.0,1.0,europe,court,1.0,1.0,1.0,0.0,1.0,1,1.0
688,senior,17055.57,paris,été,19,villa,1235.56,nuageux,gastronomie,4,aucun,0,1,excellent séjour.,897.6615789473684,0.0724431959764464,1.0,0.0,0.0,1.0,europe,court,1.0,0.0,0.0,0.0,0.0,0,0.0
689,couple,7366.61,bali,été,10,villa,997.4,variable,plage,2,retard_vol,0,1,séjour mitigé.,736.661,0.13539470665611456,0.0,1.0,0.0,1.0,asie,long,1.0,1.0,1.0,0.0,0.0,2,0.0
690,business,2164.06,tokyo,automne,6,villa,604.36,pluie,business,1,aucun,0,1,séjour mitigé.,360.6766666666667,0.2792713695553728,0.0,1.0,1.0,1.0,asie,long,1.0,0.0,0.0,0.0,0.0,0,0.0
691,senior,4255.38,tokyo,automne,13,appartement,712.29,variable,gastronomie,1,retard_vol,1,0,séjour mitigé.,327.3369230769231,0.1673857563836837,0.0,1.0,0.0,0.0,asie,long,1.0,1.0,1.0,0.0,1.0,2,0.0
692,business,4940.24,sydney,hiver,7,appartement,1491.45,nuageux,business,2,annulation,1,1,séjour mitigé.,705.7485714285714,0.3018982883422668,0.0,0.0,1.0,0.0,oceanie,long,1.0,1.0,1.0,0.0,0.0,3,0.0
693,business,4660.36,new york,printemps,6,appartement,1065.96,variable,business,1,retard_vol,1,0,séjour mitigé.,776.7266666666666,0.2287291110557983,0.0,1.0,1.0,0.0,amerique du nord,long,1.0,1.0,1.0,0.0,1.0,2,0.0
694,business,1414.4,tokyo,automne,4,villa,580.95,variable,business,2,météo,0,1,séjour mitigé.,353.6,0.41073953619909503,0.0,1.0,1.0,1.0,asie,long,1.0,1.0,0.0,1.0,0.0,1,0.0
695,business,5899.23,new york,automne,6,hôtel,1068.27,pluie,gastronomie,3,météo,0,1,séjour mitigé.,983.2049999999999,0.18108634516708114,0.0,1.0,1.0,0.0,amerique du nord,long,1.0,1.0,0.0,1.0,0.0,1,0.0
696,business,3257.38,paris,automne,4,appartement,1172.12,variable,business,3,météo,1,1,séjour mitigé.,814.345,0.35983520498068994,0.0,1.0,1.0,0.0,europe,court,1.0,1.0,0.0,1.0,0.0,1,0.0
697,couple,4418.01,tokyo,hiver,11,appartement,450.04,pluie,plage,3,retard_vol,0,1,séjour mitigé.,401.6372727272728,0.1018648667612794,0.0,1.0,0.0,0.0,asie,long,1.0,1.0,1.0,0.0,0.0,2,0.0
698,solo,4006.7,tokyo,hiver,10,villa,743.96,ensoleillé,randonnée,2,retard_vol,1,1,séjour mitigé.,400.66999999999996,0.18567898769560987,0.0,0.0,0.0,1.0,asie,long,1.0,1.0,1.0,0.0,0.0,2,0.0
699,famille,5367.28,rome,hiver,11,resort,1235.87,nuageux,culture,2,météo,0,0,séjour mitigé.,487.93454545454546,0.23026001997287265,0.0,0.0,0.0,1.0,europe,court,1.0,1.0,0.0,1.0,1.0,1,0.0
700,senior,15183.22,new york,automne,19,villa,1224.98,variable,culture,3,aucun,0,1,séjour mitigé.,799.1168421052631,0.08067985578816615,1.0,1.0,0.0,1.0,amerique du nord,long,1.0,0.0,0.0,0.0,0.0,0,0.0
701,senior,11408.99,bali,automne,18,appartement,1579.68,nuageux,plage,2,bagages,1,0,séjour mitigé.,633.8327777777778,0.13845923258763485,1.0,0.0,0.0,0.0,asie,long,1.0,1.0,1.0,0.0,1.0,1,0.0
702,business,2786.94,dubaï,printemps,6,villa,1543.96,pluie,culture,2,météo,1,1,séjour mitigé.,464.49,0.5539982920335565,0.0,1.0,1.0,1.0,inconnu,inconnu,,1.0,0.0,1.0,0.0,1,1.0
703,solo,13857.65,new york,printemps,14,villa,1064.41,ensoleillé,plage,1,bagages,1,0,séjour mitigé.,989.8321428571428,0.07681028168556718,1.0,0.0,0.0,1.0,amerique du nord,long,1.0,1.0,1.0,0.0,1.0,1,0.0
704,couple,10788.84,paris,printemps,14,resort,1019.27,variable,culture,4,météo,1,0,excellent séjour.,770.6314285714286,0.09447447547651092,1.0,1.0,0.0,1.0,europe,court,1.0,1.0,0.0,1.0,1.0,1,0.0
705,solo,3853.46,rome,été,10,villa,1774.38,ensoleillé,gastronomie,3,retard_vol,1,0,séjour mitigé.,385.346,0.4604641023910979,0.0,0.0,0.0,1.0,europe,court,1.0,1.0,1.0,0.0,1.0,2,0.0
706,senior,11009.47,bali,été,15,villa,1247.68,ensoleillé,plage,2,météo,1,0,séjour mitigé.,733.9646666666666,0.11332788953510024,1.0,0.0,0.0,1.0,asie,long,1.0,1.0,0.0,1.0,1.0,1,0.0
707,solo,7260.96,new york,automne,9,villa,1111.47,nuageux,plage,3,retard_vol,1,0,séjour mitigé.,806.7733333333333,0.15307480002644278,0.0,0.0,0.0,1.0,amerique du nord,long,1.0,1.0,1.0,0.0,1.0,2,0.0
708,solo,3117.6,bali,automne,5,hôtel,1232.21,variable,gastronomie,2,météo,1,1,séjour mitigé.,623.52,0.39524313574544523,0.0,1.0,0.0,0.0,asie,long,1.0,1.0,0.0,1.0,0.0,1,0.0
709,famille,6146.22,bali,été,9,appartement,1273.44,nuageux,plage,2,retard_vol,1,0,séjour mitigé.,682.9133333333334,0.20719076115075608,0.0,0.0,0.0,0.0,asie,long,1.0,1.0,1.0,0.0,1.0,2,0.0
710,couple,1958.78,rome,printemps,4,villa,1252.49,ensoleillé,gastronomie,1,aucun,0,0,séjour mitigé.,489.695,0.6394235187208365,0.0,0.0,0.0,1.0,europe,court,1.0,0.0,0.0,0.0,1.0,0,1.0
711,solo,3109.39,rome,été,7,appartement,1170.05,ensoleillé,randonnée,2,annulation,1,0,séjour mitigé.,444.1985714285714,0.37629567214148113,0.0,0.0,0.0,0.0,europe,court,1.0,1.0,1.0,0.0,1.0,3,0.0
712,senior,10692.67,new york,printemps,13,appartement,1018.17,variable,culture,4,bagages,1,1,excellent séjour.,822.5130769230769,0.09522130581042901,0.0,1.0,0.0,0.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,1,0.0
713,senior,8513.49,rome,printemps,18,villa,1273.93,pluie,gastronomie,4,météo,1,1,excellent séjour.,472.97166666666664,0.14963663550435838,1.0,1.0,0.0,1.0,europe,court,1.0,1.0,0.0,1.0,0.0,1,0.0
714,business,2206.96,sydney,hiver,4,villa,1095.59,nuageux,culture,2,annulation,1,1,séjour mitigé.,551.74,0.4964249465327871,0.0,0.0,1.0,1.0,oceanie,long,1.0,1.0,1.0,0.0,0.0,3,0.0
715,senior,5089.5,rome,été,10,villa,1143.33,ensoleillé,plage,2,météo,0,1,séjour mitigé.,508.95,0.22464485705865014,0.0,0.0,0.0,1.0,europe,court,1.0,1.0,0.0,1.0,0.0,1,0.0
716,solo,7318.39,lisbonne,automne,13,hôtel,919.42,variable,gastronomie,4,météo,1,0,excellent séjour.,562.953076923077,0.12563145719208732,0.0,1.0,0.0,0.0,europe,court,0.0,1.0,0.0,1.0,1.0,1,0.0
717,couple,6936.73,new york,printemps,8,appartement,1066.73,variable,plage,1,retard_vol,1,1,séjour mitigé.,867.09125,0.15377995107204692,0.0,1.0,0.0,0.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,2,0.0
718,famille,18234.37,new york,hiver,18,hôtel,1359.37,nuageux,gastronomie,3,annulation,1,1,séjour mitigé.,1013.0205555555555,0.0745498747694601,1.0,0.0,0.0,0.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,3,0.0
719,couple,3347.33,lisbonne,été,5,appartement,545.12,ensoleillé,plage,2,météo,1,0,séjour mitigé.,669.466,0.16285218368072465,0.0,0.0,0.0,0.0,europe,court,0.0,1.0,0.0,1.0,1.0,1,0.0
720,senior,11123.17,dubaï,printemps,21,appartement,1537.01,variable,culture,3,annulation,1,0,séjour mitigé.,529.6747619047619,0.13818093223424618,1.0,1.0,0.0,0.0,inconnu,inconnu,,1.0,1.0,0.0,1.0,3,0.0
721,business,3092.24,paris,hiver,4,villa,1450.54,nuageux,gastronomie,4,bagages,1,0,excellent séjour.,773.06,0.46909036814736244,0.0,0.0,1.0,1.0,europe,court,1.0,1.0,1.0,0.0,1.0,1,0.0
722,solo,11859.19,paris,hiver,12,resort,842.03,ensoleillé,plage,5,aucun,0,1,excellent séjour.,988.2658333333334,0.07100231971998087,0.0,0.0,0.0,1.0,europe,court,1.0,0.0,0.0,0.0,0.0,0,0.0
723,couple,9998.76,bali,printemps,15,resort,1173.12,variable,randonnée,3,bagages,1,1,séjour mitigé.,666.5840000000001,0.117326548492013,1.0,1.0,0.0,1.0,asie,long,1.0,1.0,1.0,0.0,0.0,1,0.0
724,business,2826.76,new york,automne,3,villa,1047.35,variable,business,3,retard_vol,1,1,séjour mitigé.,942.2533333333334,0.3705125302466427,0.0,1.0,1.0,1.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,2,0.0
725,business,3004.29,rome,hiver,6,appartement,1009.93,pluie,business,3,bagages,0,1,séjour mitigé.,500.715,0.3361626207856099,0.0,1.0,1.0,0.0,europe,court,1.0,1.0,1.0,0.0,0.0,1,0.0
726,solo,4654.13,tokyo,été,14,villa,662.56,ensoleillé,culture,5,aucun,0,1,excellent séjour.,332.4378571428571,0.14235958170485138,1.0,0.0,0.0,1.0,asie,long,1.0,0.0,0.0,0.0,0.0,0,0.0
727,business,2879.28,new york,printemps,3,hôtel,924.38,pluie,business,4,météo,1,1,excellent séjour.,959.7600000000001,0.3210455391625684,0.0,1.0,1.0,0.0,amerique du nord,long,1.0,1.0,0.0,1.0,0.0,1,0.0
728,solo,8775.75,lisbonne,printemps,13,appartement,1142.84,variable,gastronomie,1,bagages,1,0,séjour mitigé.,675.0576923076923,0.13022704612141411,0.0,1.0,0.0,0.0,europe,court,0.0,1.0,1.0,0.0,1.0,1,0.0
729,solo,4175.03,rome,été,11,resort,1459.9,ensoleillé,gastronomie,4,annulation,1,1,excellent séjour.,379.5481818181818,0.3496741340780785,0.0,0.0,0.0,1.0,europe,court,1.0,1.0,1.0,0.0,0.0,3,0.0
730,senior,8977.5,rome,automne,17,appartement,1524.39,pluie,culture,1,météo,0,0,séjour mitigé.,528.0882352941177,0.16980116959064329,1.0,1.0,0.0,0.0,europe,court,1.0,1.0,0.0,1.0,1.0,1,0.0
731,solo,8643.68,new york,hiver,9,hôtel,1229.22,pluie,culture,4,bagages,0,1,excellent séjour.,960.4088888888889,0.14221026229568887,0.0,1.0,0.0,0.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,1,0.0
732,couple,2798.96,dubaï,printemps,5,hôtel,1097.09,variable,plage,2,météo,0,0,séjour mitigé.,559.792,0.3919634435647526,0.0,1.0,0.0,0.0,inconnu,inconnu,,1.0,0.0,1.0,1.0,1,0.0
733,business,5135.96,bali,automne,7,resort,1139.39,pluie,culture,4,aucun,0,1,excellent séjour.,733.7085714285714,0.2218455751213016,0.0,1.0,1.0,1.0,asie,long,1.0,0.0,0.0,0.0,0.0,0,0.0
734,senior,5526.25,new york,hiver,7,villa,1190.57,variable,plage,3,bagages,1,1,séjour mitigé.,789.4642857142857,0.21543904094096358,0.0,1.0,0.0,1.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,1,0.0
735,business,5713.06,new york,automne,6,villa,905.82,variable,culture,2,annulation,1,0,séjour mitigé.,952.1766666666667,0.15855250951329058,0.0,1.0,1.0,1.0,amerique du nord,long,1.0,1.0,1.0,0.0,1.0,3,0.0
736,senior,11424.16,bali,automne,17,hôtel,1368.95,ensoleillé,plage,2,météo,1,1,séjour mitigé.,672.0094117647059,0.11982937914034818,1.0,0.0,0.0,0.0,asie,long,1.0,1.0,0.0,1.0,0.0,1,0.0
737,business,2062.5,sydney,printemps,4,hôtel,1149.83,nuageux,business,4,météo,0,0,excellent séjour.,515.625,0.5574933333333333,0.0,0.0,1.0,0.0,oceanie,long,1.0,1.0,0.0,1.0,1.0,1,1.0
738,solo,10516.82,lisbonne,printemps,16,villa,854.09,ensoleillé,plage,2,météo,0,1,séjour mitigé.,657.30125,0.08121181117486084,1.0,0.0,0.0,1.0,europe,court,0.0,1.0,0.0,1.0,0.0,1,0.0
739,business,2873.79,dubaï,été,5,villa,1461.62,variable,culture,1,retard_vol,0,1,séjour mitigé.,574.758,0.5086036210022304,0.0,1.0,1.0,1.0,inconnu,inconnu,,1.0,1.0,0.0,0.0,2,1.0
740,famille,12297.56,dubaï,automne,20,villa,1408.79,nuageux,gastronomie,3,météo,1,1,séjour mitigé.,614.8779999999999,0.1145584977833001,1.0,0.0,0.0,1.0,inconnu,inconnu,,1.0,0.0,1.0,0.0,1,0.0
741,famille,11084.04,rome,printemps,21,resort,1210.9,variable,culture,5,aucun,0,1,excellent séjour.,527.8114285714286,0.10924716980451171,1.0,1.0,0.0,1.0,europe,court,1.0,0.0,0.0,0.0,0.0,0,0.0
742,couple,4349.43,rome,printemps,9,hôtel,1502.84,variable,culture,4,aucun,0,1,excellent séjour.,483.27000000000004,0.3455257355561533,0.0,1.0,0.0,0.0,europe,court,1.0,0.0,0.0,0.0,0.0,0,0.0
743,business,1902.3,bali,printemps,3,hôtel,1036.15,pluie,business,1,météo,1,0,séjour mitigé.,634.1,0.5446827524575515,0.0,1.0,1.0,0.0,asie,long,1.0,1.0,0.0,1.0,1.0,1,1.0
744,business,2436.69,bali,printemps,3,appartement,1350.95,pluie,business,3,bagages,0,1,séjour mitigé.,812.23,0.5544201355116982,0.0,1.0,1.0,0.0,asie,long,1.0,1.0,1.0,0.0,0.0,1,1.0
745,business,5403.8,new york,automne,6,villa,1207.83,nuageux,gastronomie,2,retard_vol,1,0,séjour mitigé.,900.6333333333333,0.22351493393537877,0.0,0.0,1.0,1.0,amerique du nord,long,1.0,1.0,1.0,0.0,1.0,2,0.0
746,business,3490.01,rome,automne,7,resort,1220.77,variable,business,3,retard_vol,1,0,séjour mitigé.,498.5728571428572,0.3497898286824393,0.0,1.0,1.0,1.0,europe,court,1.0,1.0,1.0,0.0,1.0,2,0.0
747,couple,4644.64,rome,printemps,9,villa,1342.84,variable,plage,4,retard_vol,1,1,excellent séjour.,516.0711111111111,0.28911605635743565,0.0,1.0,0.0,1.0,europe,court,1.0,1.0,1.0,0.0,0.0,2,0.0
749,senior,2698.24,rome,hiver,7,appartement,1457.66,ensoleillé,gastronomie,3,retard_vol,1,0,séjour mitigé.,385.4628571428571,0.540226221537002,0.0,0.0,0.0,0.0,europe,court,1.0,1.0,1.0,0.0,1.0,2,1.0
750,couple,11170.85,bali,été,14,resort,1202.39,ensoleillé,plage,2,retard_vol,1,1,séjour mitigé.,797.9178571428572,0.10763639293339361,1.0,0.0,0.0,1.0,asie,long,1.0,1.0,1.0,0.0,0.0,2,0.0
751,business,,paris,printemps,17,villa,1050.81,nuageux,business,2,aucun,0,1,de nombreux problèmes rencontrés.,,,1.0,0.0,1.0,1.0,europe,court,1.0,0.0,0.0,0.0,0.0,0,
752,solo,12092.48,tokyo,printemps,11,villa,974.76,pluie,culture,1,retard_vol,1,1,très mauvaise expérience.,1099.3163636363636,0.08060877504035566,0.0,1.0,0.0,1.0,asie,long,1.0,1.0,1.0,0.0,0.0,2,0.0
753,senior,11596.27,new york,printemps,10,appartement,942.65,nuageux,plage,1,météo,1,1,de nombreux problèmes rencontrés.,1159.627,0.08128906967499032,0.0,0.0,0.0,0.0,amerique du nord,long,1.0,1.0,0.0,1.0,0.0,1,0.0
754,business,,tokyo,été,5,appartement,1208.84,pluie,culture,3,annulation,0,1,dans l'ensemble satisfaisant.,,,0.0,1.0,1.0,0.0,asie,long,1.0,1.0,1.0,0.0,0.0,3,
755,famille,5462.92,rome,été,10,villa,1022.04,variable,plage,1,météo,0,1,de nombreux problèmes rencontrés.,546.292,0.1870867594619727,0.0,1.0,0.0,1.0,europe,court,1.0,1.0,0.0,1.0,0.0,1,0.0
756,senior,6718.36,tokyo,printemps,10,appartement,996.39,nuageux,culture,2,météo,1,1,de nombreux problèmes rencontrés.,671.836,0.14830851576872928,0.0,0.0,0.0,0.0,asie,long,1.0,1.0,0.0,1.0,0.0,1,0.0
757,business,6682.55,tokyo,printemps,3,villa,759.94,variable,culture,5,météo,1,1,"parfait, rien à redire.",2227.516666666667,0.11372006195239842,0.0,1.0,1.0,1.0,asie,long,1.0,1.0,0.0,1.0,0.0,1,0.0
758,business,10080.68,rome,automne,7,appartement,1138.81,variable,plage,5,aucun,1,1,"très satisfait, je recommande.",1440.097142857143,0.11296956157719518,0.0,1.0,1.0,0.0,europe,court,1.0,0.0,0.0,0.0,0.0,0,0.0
759,famille,13191.08,dubaï,hiver,8,hôtel,1069.43,ensoleillé,plage,5,bagages,0,1,une expérience inoubliable.,1648.885,0.08107220940211113,0.0,0.0,0.0,0.0,inconnu,inconnu,,1.0,1.0,0.0,0.0,1,0.0
760,solo,8409.1,bali,printemps,12,villa,,nuageux,culture,1,aucun,0,1,très mauvaise expérience.,700.7583333333333,,0.0,0.0,0.0,1.0,asie,long,1.0,0.0,0.0,0.0,0.0,0,
761,solo,14890.71,new york,été,12,hôtel,1171.27,pluie,randonnée,4,bagages,0,1,"parfait, rien à redire.",1240.8925,0.07865776715818118,0.0,1.0,0.0,0.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,1,0.0
762,senior,,new york,hiver,7,hôtel,1318.46,variable,business,4,météo,1,1,une expérience inoubliable.,,,0.0,1.0,0.0,0.0,amerique du nord,long,1.0,1.0,0.0,1.0,0.0,1,
763,business,5976.82,lisbonne,hiver,12,appartement,1306.02,nuageux,culture,1,aucun,0,1,je ne recommande pas.,498.0683333333333,0.2185141931662657,0.0,0.0,1.0,0.0,europe,court,0.0,0.0,0.0,0.0,0.0,0,0.0
764,senior,10267.02,rome,hiver,9,villa,1266.13,ensoleillé,,5,météo,1,1,très bon rapport qualité-prix.,1140.78,0.12332010651581472,0.0,0.0,0.0,1.0,europe,court,1.0,1.0,0.0,1.0,0.0,1,0.0
765,solo,13805.76,rome,automne,3,,1053.5,pluie,randonnée,3,aucun,0,1,"quelques imprévus, globalement bien.",4601.92,0.0763087291101685,0.0,1.0,0.0,,europe,court,1.0,0.0,0.0,0.0,0.0,0,0.0
767,solo,11711.92,tokyo,hiver,15,hôtel,838.23,pluie,business,1,retard_vol,1,1,,780.7946666666667,0.07157067329694874,1.0,1.0,0.0,0.0,asie,long,1.0,1.0,1.0,0.0,0.0,2,0.0
768,famille,,bali,hiver,3,villa,959.03,nuageux,plage,4,météo,1,1,très bon rapport qualité-prix.,,,0.0,0.0,0.0,1.0,asie,long,1.0,1.0,0.0,1.0,0.0,1,
769,senior,6049.86,dubaï,hiver,10,,1123.27,pluie,randonnée,1,retard_vol,1,1,de nombreux problèmes rencontrés.,604.986,0.18566875927707419,0.0,1.0,0.0,,inconnu,inconnu,,1.0,1.0,0.0,0.0,2,0.0
770,business,9247.86,rome,été,18,hôtel,907.28,variable,plage,4,retard_vol,1,1,excellent séjour.,513.77,0.09810702151632918,1.0,1.0,1.0,0.0,europe,court,1.0,1.0,1.0,0.0,0.0,2,0.0
771,business,13676.81,paris,printemps,6,resort,1143.74,pluie,gastronomie,4,bagages,0,1,très bon rapport qualité-prix.,2279.4683333333332,0.08362622570614055,0.0,1.0,1.0,1.0,europe,court,1.0,1.0,1.0,0.0,0.0,1,0.0
773,senior,8757.58,dubaï,été,3,villa,672.85,pluie,gastronomie,2,retard_vol,1,1,très mauvaise expérience.,2919.193333333333,0.07683058561840143,0.0,1.0,0.0,1.0,inconnu,inconnu,,1.0,1.0,0.0,0.0,2,0.0
774,senior,7131.34,lisbonne,automne,18,villa,1337.6,variable,culture,1,annulation,1,1,je ne recommande pas.,396.18555555555554,0.18756643211514243,1.0,1.0,0.0,1.0,europe,court,0.0,1.0,1.0,0.0,0.0,3,0.0
775,business,5601.29,dubaï,hiver,9,villa,990.86,,randonnée,1,aucun,0,1,je ne recommande pas.,622.3655555555556,0.1768985358729864,0.0,,1.0,1.0,inconnu,inconnu,,0.0,0.0,0.0,0.0,0,0.0
776,couple,6269.95,new york,automne,10,hôtel,893.67,ensoleillé,plage,1,météo,1,1,très mauvaise expérience.,626.995,0.14253223709917942,0.0,0.0,0.0,0.0,amerique du nord,long,1.0,1.0,0.0,1.0,0.0,1,0.0
777,solo,7470.31,dubaï,été,17,resort,824.85,pluie,randonnée,4,retard_vol,1,1,une expérience inoubliable.,439.43,0.11041710451105777,1.0,1.0,0.0,1.0,inconnu,inconnu,,1.0,1.0,0.0,0.0,2,0.0
778,famille,13854.82,dubaï,hiver,13,appartement,,ensoleillé,business,5,aucun,0,1,"très satisfait, je recommande.",1065.7553846153846,,0.0,0.0,0.0,0.0,inconnu,inconnu,,0.0,0.0,0.0,0.0,0,
780,business,7136.24,new york,automne,7,resort,1009.98,pluie,gastronomie,5,bagages,0,1,excellent séjour.,1019.4628571428572,0.14152831182807754,0.0,1.0,1.0,1.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,1,0.0
781,business,3433.07,dubaï,printemps,12,resort,1060.23,nuageux,culture,5,aucun,0,1,"très satisfait, je recommande.",286.0891666666667,0.3088285412182099,0.0,0.0,1.0,1.0,inconnu,inconnu,,0.0,0.0,0.0,0.0,0,0.0
782,senior,9814.89,bali,automne,7,hôtel,1405.2,ensoleillé,plage,1,annulation,1,1,très mauvaise expérience.,1402.1271428571429,0.14317022401677454,0.0,0.0,0.0,0.0,asie,long,1.0,1.0,1.0,0.0,0.0,3,0.0
783,couple,12437.18,new york,printemps,3,appartement,632.8,nuageux,plage,4,bagages,0,1,"parfait, rien à redire.",4145.7266666666665,0.050879701025473616,0.0,0.0,0.0,0.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,1,0.0
784,solo,,new york,été,10,villa,1645.12,pluie,plage,1,météo,0,1,très mauvaise expérience.,,,0.0,1.0,0.0,1.0,amerique du nord,long,1.0,1.0,0.0,1.0,0.0,1,
