trip_id,client_type,budget_total,destination,saison,duree_jours,type_hebergement,prix_vol,meteo_prevue,activite_principale,satisfaction_client,imprevus,reorganisation_necessaire,respect_budget,retour_client,budget_par_jour,part_vol_budget,sejour_long,meteo_risque,client_business,hebergement_luxe,imprevu_present,imprevu_transport,imprevu_meteo,temperature_moyenne_saison,pluie_moyenne_mm,jours_pluie_moyen,vent_max_moyen_kmh,nb_jours_observes,latitude,longitude,source,periode_reference,pm10_moyen,pm2_5_moyen,european_aqi_moyen,uv_index_moyen,heures_observees_air,source_air_quality,periode_reference_air_quality,reste_budget_apres_vol,budget_apres_vol_par_jour,ratio_budget_reference_destination,ratio_prix_vol_reference_destination,score_budget_destination,score_prix_vol_coherent,score_adequation_activite_profil,score_adequation_hebergement_profil,score_meteo_prevue,score_confort_temperature,score_risque_pluie_reel,score_qualite_air,score_contexte_destination,score_potentiel_satisfaction,niveau_risque_satisfaction
1437,solo,5104.66,paris,printemps,14,villa,1165.37,ensoleillé,randonnée,2,annulation,1,1,de nombreux problèmes rencontrés.,364.6185714285714,0.2282953223133372,1.0,0.0,0.0,1.0,1.0,1.0,0.0,12.44,1.18,26.0,14.07,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.06,12.04,38.85,0.97,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,3939.29,281.3778571428571,1.215395238095238,3.329628571428571,0.8317440476190474,0.0,1,0,1.0,0.4133333333333333,0.0,0.6858333333333333,0.3504166666666666,0.5749,risque_moyen
1438,senior,12013.03,new york,été,14,appartement,,ensoleillé,,1,météo,1,1,je ne recommande pas.,858.0735714285714,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,24.52,2.28,32.0,14.21,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,18.13,17.43,51.89,1.61,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,,,1.8481584615384616,,1.0,0.5,0,1,1.0,0.9155555555555556,0.0,0.4685,0.4609944444444444,0.6653,risque_faible
1440,solo,11644.05,new york,automne,11,villa,792.31,,gastronomie,4,météo,1,1,très bon rapport qualité-prix.,1058.55,0.0680441942451294,0.0,,0.0,1.0,1.0,0.0,1.0,13.97,3.07,25.0,15.38,91.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,11.7,11.28,42.27,0.76,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,10851.74,986.5218181818182,1.7913923076923075,0.932129411764706,1.0,0.742078431372549,0,0,0.5,0.4983333333333334,0.0,0.6288333333333334,0.3630666666666667,0.5171,risque_moyen
1441,couple,2845.61,new york,printemps,9,hôtel,1072.49,variable,,5,aucun,0,0,une expérience inoubliable.,316.1788888888889,0.3768928278998176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.04,4.75,36.0,17.46,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,1773.12,197.01333333333332,0.4377861538461539,1.2617529411764703,0.0,0.3758300653594772,0,1,0.45,0.3911111111111111,0.0,0.6459999999999999,0.3306888888888888,0.2813,risque_eleve
1442,senior,5425.83,dubaï,hiver,12,appartement,866.88,ensoleillé,,5,météo,1,1,"très satisfait, je recommande.",452.1525,0.159769104450379,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.21,0.09,2.0,19.57,90.0,25.07725,55.30927,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,59.55,32.47,55.0,1.03,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,4558.95,379.9125,0.8894803278688524,1.2384,0.4243504098360655,0.4017777777777779,0,1,1.0,0.8450000000000001,0.0,0.4166666666666666,0.42075,0.4816,risque_moyen
1443,couple,1911.92,rome,hiver,12,villa,1043.66,variable,plage,1,bagages,0,0,à éviter.,159.32666666666668,0.5458701200887066,0.0,1.0,0.0,1.0,1.0,1.0,0.0,9.23,2.57,28.0,13.79,90.0,41.89193,12.51133,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,20.56,17.01,40.29,0.27,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,868.26,72.355,0.4902358974358974,2.3192444444444447,0.0,0.0,1,1,0.45,0.235,0.0,0.6618333333333333,0.2807999999999999,0.3877,risque_eleve
1444,couple,4079.26,dubaï,hiver,8,hôtel,431.94,ensoleillé,culture,3,bagages,0,1,séjour correct mais perfectible.,509.9075,0.1058868520270833,0.0,0.0,0.0,0.0,1.0,1.0,0.0,20.21,0.09,2.0,19.57,90.0,25.07725,55.30927,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,59.55,32.47,55.0,1.03,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,3647.32,455.915,0.6687311475409836,0.6170571428571429,0.1484139344262294,1.0,1,1,1.0,0.8450000000000001,0.0,0.4166666666666666,0.42075,0.692,risque_faible
1445,senior,11974.99,lisbonne,hiver,3,appartement,815.7,ensoleillé,culture,2,aucun,0,1,de nombreux problèmes rencontrés.,3991.663333333333,0.0681169671122898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.63,2.92,26.0,17.53,90.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,19.66,13.91,36.49,0.38,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,11159.29,3719.763333333333,3.5220558823529413,2.1465789473684214,1.0,0.0,1,1,1.0,0.423888888888889,0.0,0.7251666666666666,0.3659111111111111,0.7439,risque_faible
1446,solo,12924.54,lisbonne,été,11,villa,1510.33,nuageux,gastronomie,2,météo,1,1,de nombreux problèmes rencontrés.,1174.958181818182,0.1168575438661646,0.0,0.0,0.0,1.0,1.0,0.0,1.0,23.39,0.06,1.0,17.22,92.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,19.54,10.92,32.89,2.16,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,11414.21,1037.6554545454546,3.801335294117648,3.974552631578947,1.0,0.0,0,0,0.7,0.9783333333333332,0.0,0.7851666666666667,0.5779666666666666,0.4334,risque_moyen
1447,business,2292.43,tokyo,automne,9,hôtel,1340.55,ensoleillé,randonnée,5,météo,0,0,"parfait, rien à redire.",254.71444444444444,0.5847724903268584,0.0,0.0,1.0,0.0,1.0,0.0,1.0,18.79,4.52,34.0,12.27,91.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,28.46,27.24,54.08,0.85,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,951.88,105.76444444444444,0.3183930555555555,1.2767142857142857,0.0,0.3592063492063493,0,1,1.0,0.7661111111111111,0.0,0.432,0.3977388888888888,0.3524,risque_eleve
1448,business,5075.31,bali,été,3,appartement,1471.5,variable,plage,5,météo,1,1,"très satisfait, je recommande.",1691.7700000000002,0.2899330287213982,0.0,1.0,1.0,0.0,1.0,0.0,1.0,25.53,3.21,49.0,18.92,92.0,-8.65,115.21667,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,13.38,9.86,30.22,1.86,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,3603.81,1201.2700000000002,0.8185983870967742,1.2795652173913044,0.3357479838709677,0.3560386473429952,0,0,0.45,0.8594444444444443,0.0,0.8296666666666667,0.5497055555555554,0.2781,risque_eleve
1449,business,6616.63,dubaï,été,12,resort,1489.91,variable,plage,1,retard_vol,1,1,à éviter.,551.3858333333334,0.2251765626912794,0.0,1.0,1.0,1.0,1.0,1.0,0.0,35.27,0.0,0.0,22.79,92.0,25.07725,55.30927,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,128.17,54.13,71.91,2.19,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,5126.72,427.2266666666667,1.0846934426229509,2.1284428571428573,0.6683668032786885,0.0,0,0,0.45,0.3183333333333331,1.0,0.1348333333333333,0.5018666666666666,0.3014,risque_eleve
1450,couple,41000.0,new york,printemps,15,appartement,1298.36,variable,gastronomie,1,aucun,0,1,de nombreux problèmes rencontrés.,2733.333333333333,0.0316673170731707,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.04,4.75,36.0,17.46,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,39701.64,2646.776,6.307692307692308,1.5274823529411763,1.0,0.080575163398693,1,0,0.45,0.3911111111111111,0.0,0.6459999999999999,0.3306888888888888,0.5682,risque_moyen
1453,couple,,rome,automne,7,villa,1425.33,ensoleillé,culture,3,retard_vol,1,1,peut mieux faire sur la logistique.,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,17.21,4.01,24.0,12.75,91.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,13.51,9.22,34.28,0.79,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,,,,3.1674,0.5,0.0,1,1,1.0,0.6783333333333335,0.0,0.762,0.4660166666666667,0.6159,risque_faible
1454,senior,500.0,tokyo,automne,4,hôtel,,variable,culture,4,retard_vol,1,0,"parfait, rien à redire.",125.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,18.79,4.52,34.0,12.27,91.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,28.46,27.24,54.08,0.85,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,,,0.0694444444444444,,0.0,0.5,1,1,0.45,0.7661111111111111,0.0,0.432,0.3977388888888888,0.4917,risque_moyen
1455,couple,5121.62,rome,printemps,11,resort,1786.4,nuageux,plage,4,retard_vol,1,1,très bon rapport qualité-prix.,465.60181818181815,0.3487958888008091,0.0,0.0,0.0,1.0,1.0,1.0,0.0,15.22,3.55,32.0,13.85,92.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.93,11.65,37.47,1.19,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,3335.22,303.20181818181817,1.3132358974358973,3.969777777777778,0.9540448717948716,0.0,1,1,0.7,0.5677777777777778,0.0,0.7088333333333334,0.4113722222222222,0.7005,risque_faible
1457,business,8600.8,paris,printemps,6,villa,1646.74,ensoleillé,randonnée,4,aucun,0,1,excellent séjour.,1433.4666666666665,0.1914635847828109,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.44,1.18,26.0,14.07,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.06,12.04,38.85,0.97,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,6954.06,1159.01,2.047809523809524,4.704971428571429,1.0,0.0,0,0,1.0,0.4133333333333333,0.0,0.6858333333333333,0.3504166666666666,0.442,risque_moyen
1458,business,6352.31,lisbonne,printemps,9,appartement,1075.98,ensoleillé,culture,5,retard_vol,0,1,une expérience inoubliable.,705.8122222222223,0.1693840508413474,0.0,0.0,1.0,0.0,1.0,1.0,0.0,15.64,3.53,41.0,19.08,92.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.2,9.48,34.11,1.3,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,5276.33,586.2588888888889,1.8683264705882356,2.831526315789474,1.0,0.0,0,0,1.0,0.5911111111111111,0.0,0.7648333333333334,0.4363388888888889,0.4524,risque_moyen
1459,solo,5448.54,paris,automne,3,hôtel,1476.06,ensoleillé,gastronomie,5,aucun,0,1,une expérience inoubliable.,1816.18,0.2709092711074893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.33,2.12,33.0,16.01,91.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,12.19,8.6,34.88,0.44,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,3972.48,1324.16,1.2972714285714286,4.217314285714285,0.9340892857142856,0.0,0,1,1.0,0.4072222222222222,0.0,0.752,0.3681277777777778,0.5457,risque_moyen
1460,solo,10331.0,paris,printemps,15,hôtel,1572.71,variable,culture,4,annulation,1,1,"très satisfait, je recommande.",688.7333333333333,0.1522321169296292,1.0,1.0,0.0,0.0,1.0,1.0,0.0,12.44,1.18,26.0,14.07,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.06,12.04,38.85,0.97,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,8758.29,583.8860000000001,2.459761904761905,4.493457142857143,1.0,0.0,1,1,0.45,0.4133333333333333,0.0,0.6858333333333333,0.3504166666666666,0.6761,risque_faible
1461,senior,8074.52,tokyo,automne,6,villa,843.85,variable,business,3,météo,1,1,dans l'ensemble satisfaisant.,1345.753333333333,0.1045077602136102,0.0,1.0,0.0,1.0,1.0,0.0,1.0,18.79,4.52,34.0,12.27,91.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,28.46,27.24,54.08,0.85,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,7230.67,1205.111666666667,1.1214611111111112,0.8036666666666666,0.714326388888889,0.8848148148148148,0,0,0.45,0.7661111111111111,0.0,0.432,0.3977388888888888,0.461,risque_moyen
1462,business,4313.93,rome,été,10,appartement,988.02,variable,culture,1,météo,1,1,de nombreux problèmes rencontrés.,431.393,0.2290301418891822,0.0,1.0,1.0,0.0,1.0,0.0,1.0,27.22,1.32,16.0,14.95,92.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,15.45,9.67,40.74,2.01,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,3325.9100000000003,332.591,1.1061358974358977,2.1956,0.6951698717948718,0.0,0,0,0.45,0.7655555555555557,0.0,0.6543333333333333,0.4642444444444444,0.3044,risque_eleve
1464,senior,8469.7,lisbonne,printemps,7,appartement,,pluie,culture,5,bagages,0,1,excellent séjour.,1209.957142857143,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,15.64,3.53,41.0,19.08,92.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.2,9.48,34.11,1.3,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,,,2.491088235294118,,1.0,0.5,1,1,0.25,0.5911111111111111,0.0,0.7648333333333334,0.4363388888888889,0.7524,risque_faible
1465,business,13855.37,tokyo,été,9,villa,1296.77,ensoleillé,business,3,aucun,0,1,séjour mitigé.,1539.4855555555555,0.0935933143611466,0.0,0.0,1.0,1.0,0.0,0.0,0.0,27.71,2.91,31.0,13.49,92.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,24.0,22.42,51.6,1.83,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,12558.6,1395.4,1.9243569444444448,1.2350190476190477,1.0,0.4055343915343915,1,0,1.0,0.7383333333333333,0.0,0.4733333333333333,0.4004166666666666,0.701,risque_faible
1466,couple,10096.03,tokyo,été,10,hôtel,1065.3,nuageux,business,4,aucun,0,1,"très satisfait, je recommande.",1009.603,0.1055167229098962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.71,2.91,31.0,13.49,92.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,24.0,22.42,51.6,1.83,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,9030.73,903.073,1.402226388888889,1.0145714285714285,1.0,0.6504761904761907,0,1,0.7,0.7383333333333333,0.0,0.4733333333333333,0.4004166666666666,0.6491,risque_faible
1467,solo,,bali,printemps,12,hôtel,1132.03,ensoleillé,culture,3,aucun,0,1,peut mieux faire sur la logistique.,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.99,6.49,65.0,13.72,92.0,-8.65,115.21667,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,12.14,10.4,31.68,2.19,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,,,,0.9843739130434782,0.5,0.6840289855072464,1,1,1.0,0.7783333333333334,0.0,0.8053333333333333,0.5140166666666667,0.7448,risque_faible
1468,famille,4460.81,paris,printemps,17,villa,1267.07,ensoleillé,culture,3,retard_vol,1,1,séjour mitigé.,262.4005882352941,0.2840448259396835,1.0,0.0,0.0,1.0,1.0,1.0,0.0,12.44,1.18,26.0,14.07,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.06,12.04,38.85,0.97,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,3193.7400000000007,187.86705882352945,1.0620976190476192,3.6202,0.640122023809524,0.0,1,1,1.0,0.4133333333333333,0.0,0.6858333333333333,0.3504166666666666,0.6413,risque_faible
1469,business,4809.45,bali,été,14,villa,620.22,pluie,business,4,bagages,0,1,très bon rapport qualité-prix.,343.53214285714284,0.1289586127311855,1.0,1.0,1.0,1.0,1.0,1.0,0.0,25.53,3.21,49.0,18.92,92.0,-8.65,115.21667,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,13.38,9.86,30.22,1.86,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,4189.23,299.23071428571427,0.7757177419354838,0.5393217391304348,0.2821471774193547,1.0,1,0,0.25,0.8594444444444443,0.0,0.8296666666666667,0.5497055555555554,0.535,risque_moyen
1470,senior,5974.48,rome,hiver,15,resort,1462.85,ensoleillé,gastronomie,2,météo,0,1,je ne recommande pas.,398.2986666666666,0.2448497609833826,1.0,0.0,0.0,1.0,1.0,0.0,1.0,9.23,2.57,28.0,13.79,90.0,41.89193,12.51133,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,20.56,17.01,40.29,0.27,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,4511.629999999999,300.77533333333326,1.5319179487179486,3.250777777777777,1.0,0.0,1,0,1.0,0.235,0.0,0.6618333333333333,0.2807999999999999,0.6137,risque_faible
1471,solo,6344.83,paris,automne,17,resort,1024.44,nuageux,,5,bagages,0,1,très bon rapport qualité-prix.,373.2252941176471,0.1614605907486883,1.0,0.0,0.0,1.0,1.0,1.0,0.0,12.33,2.12,33.0,16.01,91.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,12.19,8.6,34.88,0.44,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,5320.389999999999,312.9641176470588,1.5106738095238097,2.926971428571429,1.0,0.0,0,0,0.7,0.4072222222222222,0.0,0.752,0.3681277777777778,0.4082,risque_moyen
1472,solo,2857.63,new york,hiver,13,appartement,1260.68,pluie,gastronomie,5,météo,1,0,"très satisfait, je recommande.",219.8176923076923,0.4411627817457124,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.34,32.0,16.49,90.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,14.23,13.56,43.36,0.34,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,1596.95,122.8423076923077,0.4396353846153846,1.4831529411764706,0.0,0.1298300653594772,0,1,0.25,0.0,0.0,0.6106666666666667,0.1832,0.1954,risque_eleve
1473,famille,12030.78,paris,hiver,10,,,ensoleillé,business,4,retard_vol,1,1,très bon rapport qualité-prix.,1203.078,,0.0,0.0,0.0,,1.0,1.0,0.0,4.95,2.61,35.0,15.72,90.0,48.85341,2.3488,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,20.98,17.57,45.01,0.13,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,,,2.864471428571429,,1.0,0.5,0,0,1.0,0.0,0.0,0.5831666666666667,0.17495,0.511,risque_moyen
1474,senior,10487.44,paris,été,15,hôtel,1485.37,variable,gastronomie,4,aucun,0,1,"très satisfait, je recommande.",699.1626666666667,0.1416332298444615,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.05,2.58,30.0,14.41,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.28,6.83,31.49,1.5,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,9002.07,600.138,2.497009523809524,4.243914285714285,1.0,0.0,1,1,0.45,0.8916666666666667,0.0,0.8085,0.5546333333333333,0.7006,risque_faible
1475,famille,5690.9,new york,été,15,villa,1089.9,nuageux,business,1,météo,0,1,déçu par l'organisation.,379.3933333333333,0.1915162803774447,1.0,0.0,0.0,1.0,1.0,0.0,1.0,24.52,2.28,32.0,14.21,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,18.13,17.43,51.89,1.61,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,4601.0,306.7333333333333,0.8755230769230768,1.2822352941176471,0.406903846153846,0.3530718954248365,0,1,0.7,0.9155555555555556,0.0,0.4685,0.4609944444444444,0.4368,risque_moyen
1476,famille,9512.66,tokyo,été,13,resort,548.87,variable,culture,4,retard_vol,1,1,une expérience inoubliable.,731.743076923077,0.0576988981000056,0.0,1.0,0.0,1.0,1.0,1.0,0.0,27.71,2.91,31.0,13.49,92.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,24.0,22.42,51.6,1.83,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,8963.789999999999,689.5223076923077,1.3212027777777775,0.5227333333333334,0.964003472222222,1.0,1,1,0.45,0.7383333333333333,0.0,0.4733333333333333,0.4004166666666666,0.852,risque_faible
1477,couple,7823.18,rome,printemps,3,,1133.31,pluie,business,1,aucun,0,1,très mauvaise expérience.,2607.726666666667,0.1448656428715688,0.0,1.0,0.0,,0.0,0.0,0.0,15.22,3.55,32.0,13.85,92.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.93,11.65,37.47,1.19,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,6689.870000000001,2229.956666666667,2.0059435897435898,2.5184666666666664,1.0,0.0,0,0,0.25,0.5677777777777778,0.0,0.7088333333333334,0.4113722222222222,0.3594,risque_eleve
1478,famille,9827.79,paris,automne,6,hôtel,1171.79,pluie,plage,1,météo,0,1,à éviter.,1637.965,0.1192322994284574,0.0,1.0,0.0,0.0,1.0,0.0,1.0,12.33,2.12,33.0,16.01,91.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,12.19,8.6,34.88,0.44,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,8656.0,1442.6666666666667,2.3399500000000004,3.3479714285714284,1.0,0.0,1,0,0.25,0.4072222222222222,0.0,0.752,0.3681277777777778,0.5342,risque_moyen
1479,solo,1501.07,rome,été,9,hôtel,,pluie,culture,2,annulation,1,0,à éviter.,166.78555555555556,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,27.22,1.32,16.0,14.95,92.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,15.45,9.67,40.74,2.01,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,,,0.3848897435897436,,0.0,0.5,1,1,0.25,0.7655555555555557,0.0,0.6543333333333333,0.4642444444444444,0.4757,risque_moyen
1480,solo,6336.4,rome,été,14,appartement,1157.53,variable,culture,1,bagages,0,1,déçu par l'organisation.,452.6,0.1826794394293289,1.0,1.0,0.0,0.0,1.0,1.0,0.0,27.22,1.32,16.0,14.95,92.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,15.45,9.67,40.74,2.01,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,5178.87,369.9192857142857,1.6247179487179486,2.5722888888888886,1.0,0.0,1,1,0.45,0.7655555555555557,0.0,0.6543333333333333,0.4642444444444444,0.6897,risque_faible
1481,couple,6689.87,sydney,printemps,10,resort,1021.25,pluie,business,4,météo,0,1,une expérience inoubliable.,668.987,0.1526561801649359,0.0,1.0,0.0,1.0,1.0,0.0,1.0,19.13,4.44,49.0,17.74,92.0,-33.86785,151.20732,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.25,9.25,31.84,1.01,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,5668.62,566.862,0.83623375,0.7855769230769231,0.3577921874999999,0.90491452991453,0,1,0.25,0.7849999999999999,0.0,0.8026666666666666,0.51555,0.4749,risque_moyen
1482,famille,9439.77,lisbonne,hiver,16,appartement,758.14,ensoleillé,business,2,retard_vol,1,1,très mauvaise expérience.,589.985625,0.0803133974662518,1.0,0.0,0.0,0.0,1.0,1.0,0.0,12.63,2.92,26.0,17.53,90.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,19.66,13.91,36.49,0.38,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,8681.630000000001,542.6018750000001,2.7764029411764706,1.9951052631578947,1.0,0.0,0,1,1.0,0.423888888888889,0.0,0.7251666666666666,0.3659111111111111,0.5639,risque_moyen
1483,famille,,tokyo,été,16,hôtel,1297.96,ensoleillé,culture,2,annulation,1,1,très mauvaise expérience.,,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,27.71,2.91,31.0,13.49,92.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,24.0,22.42,51.6,1.83,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,,,,1.236152380952381,0.5,0.4042751322751323,1,0,1.0,0.7383333333333333,0.0,0.4733333333333333,0.4004166666666666,0.5608,risque_moyen
1485,famille,2560.42,dubaï,été,16,villa,1009.09,ensoleillé,plage,2,bagages,0,0,déçu par l'organisation.,160.02625,0.3941111223939822,1.0,0.0,0.0,1.0,1.0,1.0,0.0,35.27,0.0,0.0,22.79,92.0,25.07725,55.30927,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,128.17,54.13,71.91,2.19,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,1551.33,96.958125,0.4197409836065573,1.441557142857143,0.0,0.176047619047619,1,1,1.0,0.3183333333333331,1.0,0.1348333333333333,0.5018666666666666,0.5119,risque_moyen
1486,business,6677.73,new york,hiver,5,villa,994.03,ensoleillé,business,4,météo,1,1,une expérience inoubliable.,1335.5459999999998,0.1488574710268309,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.34,32.0,16.49,90.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,14.23,13.56,43.36,0.34,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,5683.7,1136.74,1.027343076923077,1.1694470588235293,0.596678846153846,0.4783921568627453,1,0,1.0,0.0,0.0,0.6106666666666667,0.1832,0.5752,risque_moyen
1487,couple,7181.71,rome,automne,12,hôtel,1449.11,ensoleillé,plage,3,annulation,0,1,dans l'ensemble satisfaisant.,598.4758333333333,0.2017778495650757,0.0,0.0,0.0,0.0,1.0,1.0,0.0,17.21,4.01,24.0,12.75,91.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,13.51,9.22,34.28,0.79,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,5732.6,477.7166666666667,1.8414641025641023,3.220244444444444,1.0,0.0,1,1,1.0,0.6783333333333335,0.0,0.762,0.4660166666666667,0.7559,risque_faible
1488,couple,13716.24,paris,été,7,resort,1107.03,pluie,culture,2,aucun,0,1,déçu par l'organisation.,1959.462857142857,0.0807094364053122,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21.05,2.58,30.0,14.41,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.28,6.83,31.49,1.5,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,12609.21,1801.3157142857142,3.2657714285714285,3.1629428571428573,1.0,0.0,1,1,0.25,0.8916666666666667,0.0,0.8085,0.5546333333333333,0.6766,risque_faible
