trip_id,client_type,budget_total,destination,saison,duree_jours,type_hebergement,prix_vol,meteo_prevue,activite_principale,satisfaction_client,imprevus,reorganisation_necessaire,respect_budget,retour_client,reste_budget_apres_vol,budget_apres_vol_par_jour,score_budget_destination,score_prix_vol_coherent,score_adequation_activite_profil,score_meteo_prevue,score_contexte_destination,score_potentiel_satisfaction,niveau_risque_satisfaction
1351,solo,,new york,automne,7,villa,1262.57,nuageux,randonnée,4,aucun,0,0,"très satisfait, je recommande.",,,0.5,0.127359477124183,1,0.7,0.3630666666666667,0.4705,risque_moyen
1352,business,4728.21,bali,automne,16,hôtel,,nuageux,plage,2,aucun,0,1,de nombreux problèmes rencontrés.,,,0.2657681451612903,0.5,0,0.7,0.5225333333333333,0.4311,risque_moyen
1353,senior,5925.13,paris,printemps,3,villa,1364.09,variable,gastronomie,4,retard_vol,0,1,une expérience inoubliable.,4561.04,1520.3466666666666,1.0,0.0,1,0.45,0.3504166666666666,0.556,risque_moyen
1354,business,6054.97,new york,printemps,3,villa,1027.29,ensoleillé,plage,3,aucun,0,1,séjour correct mais perfectible.,5027.68,1675.8933333333334,0.4769173076923076,0.4349150326797387,0,1.0,0.3306888888888888,0.3715,risque_eleve
1355,senior,4254.61,sydney,automne,10,,1402.76,pluie,business,1,bagages,0,1,à éviter.,2851.8499999999995,285.18499999999995,0.0,0.5788376068376069,0,0.25,0.5032777777777777,0.1946,risque_eleve
1356,business,5546.33,tokyo,hiver,17,villa,817.14,variable,plage,4,retard_vol,1,1,une expérience inoubliable.,4729.19,278.1876470588236,0.2754045138888888,0.9130793650793652,0,0.45,0.1438499999999999,0.3127,risque_eleve
1357,senior,13878.19,rome,été,10,villa,936.36,pluie,plage,4,bagages,0,1,"très satisfait, je recommande.",12941.83,1294.183,1.0,0.0,0,0.25,0.4642444444444444,0.3657,risque_eleve
1358,famille,9595.09,bali,été,8,villa,1220.09,,plage,3,météo,1,1,séjour mitigé.,8375.0,1046.875,1.0,0.5989468599033817,1,0.5,0.5497055555555554,0.8138,risque_faible
1359,business,4663.75,new york,été,3,resort,1431.69,pluie,plage,2,météo,1,1,déçu par l'organisation.,3232.06,1077.3533333333332,0.2093749999999999,0.0,0,0.25,0.4609944444444444,0.1439,risque_eleve
1360,solo,6648.29,sydney,hiver,12,hôtel,1564.65,nuageux,plage,1,annulation,1,1,je ne recommande pas.,5083.639999999999,423.6366666666666,0.3512953124999999,0.4404700854700855,0,0.7,0.5683611111111111,0.4499,risque_moyen
1361,solo,6809.78,rome,été,13,appartement,1129.09,nuageux,culture,5,météo,0,1,excellent séjour.,5680.69,436.9761538461538,1.0,0.0,1,0.7,0.4642444444444444,0.7197,risque_faible
1362,business,3826.07,new york,printemps,3,appartement,,nuageux,randonnée,1,retard_vol,0,0,déçu par l'organisation.,,,0.0482826923076923,0.5,0,0.7,0.3306888888888888,0.2272,risque_eleve
1363,senior,3821.33,dubaï,été,16,hôtel,1040.37,ensoleillé,,5,retard_vol,1,1,excellent séjour.,2780.96,173.81,0.0955594262295081,0.1263968253968256,0,1.0,0.5018666666666666,0.3497,risque_eleve
1364,senior,11000.45,lisbonne,hiver,14,appartement,1412.47,ensoleillé,business,3,bagages,0,1,séjour mitigé.,9587.98,684.8557142857144,1.0,0.0,0,1.0,0.3659111111111111,0.5639,risque_moyen
1365,couple,5230.59,rome,été,16,hôtel,,nuageux,culture,4,annulation,1,1,une expérience inoubliable.,,,0.9889711538461536,0.5,1,0.7,0.4642444444444444,0.8066,risque_faible
1366,business,2507.99,lisbonne,été,13,villa,1230.61,ensoleillé,culture,5,aucun,0,0,très bon rapport qualité-prix.,1277.38,98.26,0.2345551470588233,0.0,0,1.0,0.5779666666666666,0.255,risque_eleve
1367,business,6749.97,new york,printemps,13,resort,490.43,nuageux,randonnée,5,météo,0,1,très bon rapport qualité-prix.,6259.54,481.50307692307695,0.6105711538461539,1.0,0,0.7,0.3306888888888888,0.4746,risque_moyen
1368,couple,,dubaï,hiver,13,hôtel,817.41,pluie,plage,1,retard_vol,1,1,à éviter.,,,0.5,0.4803015873015873,1,0.25,0.42075,0.6069,risque_faible
1370,famille,6759.63,new york,printemps,3,resort,766.27,ensoleillé,business,1,météo,1,1,déçu par l'organisation.,5993.360000000001,1997.7866666666669,0.612428846153846,0.7761176470588236,0,1.0,0.3306888888888888,0.5909,risque_moyen
1371,business,10425.43,new york,hiver,3,resort,1232.42,pluie,,5,météo,0,1,une expérience inoubliable.,9193.01,3064.3366666666666,1.0,0.1667712418300654,0,0.25,0.1832,0.362,risque_eleve
1372,solo,8744.26,bali,automne,6,hôtel,1360.93,nuageux,randonnée,3,aucun,0,1,séjour mitigé.,7383.33,1230.555,1.0,0.4628695652173912,1,0.7,0.5225333333333333,0.81,risque_faible
1373,senior,,tokyo,printemps,9,resort,983.65,ensoleillé,gastronomie,5,retard_vol,0,1,excellent séjour.,,,0.5,0.7368783068783069,1,1.0,0.3183611111111111,0.6108,risque_faible
1374,solo,,new york,automne,12,hôtel,,ensoleillé,business,1,aucun,0,1,déçu par l'organisation.,,,0.5,0.5,0,1.0,0.3630666666666667,0.5136,risque_moyen
1375,senior,,new york,automne,12,appartement,990.92,ensoleillé,culture,2,retard_vol,0,1,à éviter.,,,0.5,0.4824575163398694,1,1.0,0.3630666666666667,0.6904,risque_faible
1376,solo,18219.55,paris,hiver,15,appartement,859.16,ensoleillé,culture,4,aucun,0,1,très bon rapport qualité-prix.,17360.39,1157.359333333333,1.0,0.0,1,1.0,0.17495,0.721,risque_faible
1377,business,9982.4,tokyo,été,16,resort,1090.87,ensoleillé,business,5,retard_vol,0,1,"très satisfait, je recommande.",8891.529999999999,555.7206249999999,1.0,0.6234179894179896,1,1.0,0.4004166666666666,0.7403,risque_faible
1378,famille,7581.83,rome,automne,6,,1145.36,nuageux,culture,1,aucun,0,1,déçu par l'organisation.,6436.47,1072.745,1.0,0.0,1,0.7,0.4660166666666667,0.5999,risque_moyen
1379,solo,10852.07,lisbonne,été,11,hôtel,,nuageux,culture,1,bagages,0,1,de nombreux problèmes rencontrés.,,,1.0,0.5,1,0.7,0.5779666666666666,0.8234,risque_faible
1380,business,4668.04,lisbonne,printemps,6,hôtel,1566.73,ensoleillé,plage,5,aucun,0,1,excellent séjour.,3101.31,516.885,1.0,0.0,0,1.0,0.4363388888888889,0.5724,risque_moyen
1381,senior,7358.41,bali,printemps,9,hôtel,925.2,ensoleillé,plage,1,retard_vol,1,1,très mauvaise expérience.,6433.21,714.8011111111111,0.7960504032258064,0.8838647342995168,0,1.0,0.5140166666666667,0.6837,risque_faible
1382,senior,4311.07,rome,hiver,12,villa,1490.9,ensoleillé,business,4,météo,1,1,"très satisfait, je recommande.",2820.17,235.01416666666665,0.6942532051282049,0.0,0,1.0,0.2807999999999999,0.3481,risque_eleve
1383,famille,8529.47,rome,été,3,villa,838.95,pluie,culture,1,météo,1,1,déçu par l'organisation.,7690.519999999999,2563.5066666666667,1.0,0.0,1,0.25,0.4642444444444444,0.6657,risque_faible
1384,solo,4294.2,new york,automne,21,villa,1137.5,ensoleillé,gastronomie,5,météo,1,1,très bon rapport qualité-prix.,3156.7,150.3190476190476,0.1383076923076921,0.2908496732026145,0,1.0,0.3630666666666667,0.2546,risque_eleve
1386,famille,8591.95,new york,hiver,7,appartement,1421.2,ensoleillé,plage,5,bagages,0,1,très bon rapport qualité-prix.,7170.750000000001,1024.392857142857,0.9647980769230772,0.0,1,1.0,0.1832,0.7121,risque_faible
1387,business,6368.47,paris,été,20,resort,,ensoleillé,business,1,météo,1,1,à éviter.,,,1.0,0.5,1,1.0,0.5546333333333333,0.7366,risque_faible
1390,senior,2295.93,lisbonne,hiver,7,villa,973.3,ensoleillé,culture,1,retard_vol,0,0,très mauvaise expérience.,1322.63,188.94714285714284,0.1565919117647057,0.0,1,1.0,0.3659111111111111,0.3878,risque_eleve
1391,business,3362.09,new york,automne,18,villa,1283.07,ensoleillé,randonnée,2,aucun,0,0,très mauvaise expérience.,2079.0200000000004,115.50111111111111,0.0,0.1005620915032682,0,1.0,0.3630666666666667,0.1817,risque_eleve
1392,business,8595.78,new york,automne,9,appartement,1617.15,variable,plage,2,annulation,0,1,de nombreux problèmes rencontrés.,6978.630000000001,775.4033333333334,0.9655346153846152,0.0,0,0.45,0.3630666666666667,0.3679,risque_eleve
1393,famille,7807.2,bali,hiver,11,villa,1244.42,pluie,culture,4,retard_vol,0,1,"très satisfait, je recommande.",6562.78,596.6163636363636,0.886532258064516,0.57543961352657,1,0.25,0.5211222222222222,0.7443,risque_faible
1394,couple,11221.34,lisbonne,hiver,16,villa,1269.78,pluie,plage,4,retard_vol,0,1,très bon rapport qualité-prix.,9951.56,621.9725,1.0,0.0,1,0.25,0.3659111111111111,0.6539,risque_faible
1395,business,9960.8,bali,automne,13,resort,1298.14,variable,plage,1,aucun,0,1,déçu par l'organisation.,8662.66,666.3584615384615,1.0,0.5235362318840577,0,0.45,0.5225333333333333,0.4909,risque_moyen
1396,senior,11248.06,sydney,hiver,10,villa,726.46,ensoleillé,culture,1,météo,1,1,très mauvaise expérience.,10521.6,1052.16,1.0,1.0,1,1.0,0.5683611111111111,0.8282,risque_faible
1397,famille,9378.27,lisbonne,été,15,hôtel,1241.34,variable,randonnée,5,aucun,0,1,une expérience inoubliable.,8136.93,542.462,1.0,0.0,0,0.45,0.5779666666666666,0.4034,risque_moyen
1398,solo,7769.85,new york,automne,21,villa,845.51,ensoleillé,gastronomie,2,annulation,0,1,très mauvaise expérience.,6924.34,329.7304761904762,0.8067019230769231,0.6725359477124184,0,1.0,0.3630666666666667,0.5105,risque_moyen
1399,business,11358.78,lisbonne,été,11,villa,959.91,pluie,plage,5,aucun,0,1,"parfait, rien à redire.",10398.87,945.3518181818182,1.0,0.0,0,0.25,0.5779666666666666,0.3794,risque_eleve
1400,famille,10632.91,bali,printemps,10,hôtel,1697.4,nuageux,business,2,annulation,1,1,très mauvaise expérience.,8935.51,893.551,1.0,0.1377777777777779,0,0.7,0.5140166666666667,0.4505,risque_moyen
1401,solo,8441.17,new york,printemps,11,appartement,,nuageux,randonnée,2,annulation,1,1,à éviter.,,,0.9358019230769228,0.5,1,0.7,0.3306888888888888,0.7757,risque_faible
1402,senior,12051.5,paris,hiver,16,hôtel,919.63,variable,plage,2,annulation,1,1,très mauvaise expérience.,11131.87,695.741875,1.0,0.0,0,0.45,0.17495,0.475,risque_moyen
1404,couple,5752.27,rome,printemps,9,villa,864.02,variable,plage,4,météo,1,1,"très satisfait, je recommande.",4888.25,543.1388888888889,1.0,0.0,1,0.45,0.4113722222222222,0.6834,risque_faible
1405,senior,5690.44,paris,hiver,3,appartement,998.09,nuageux,randonnée,3,météo,1,1,"quelques imprévus, globalement bien.",4692.349999999999,1564.1166666666666,1.0,0.0,0,0.7,0.17495,0.505,risque_moyen
1407,senior,13263.01,bali,automne,7,hôtel,1129.46,variable,plage,1,bagages,0,1,de nombreux problèmes rencontrés.,12133.55,1733.3642857142856,1.0,0.686512077294686,0,0.45,0.5225333333333333,0.6403,risque_faible
1408,couple,1073.98,new york,hiver,10,resort,699.49,ensoleillé,,3,météo,1,0,"quelques imprévus, globalement bien.",374.49,37.449,0.0,0.8634117647058823,0,1.0,0.1832,0.4174,risque_moyen
1409,business,12616.65,tokyo,automne,19,appartement,1263.79,variable,business,3,bagages,0,1,séjour mitigé.,11352.86,597.5189473684211,1.0,0.4404338624338626,1,0.45,0.3977388888888888,0.641,risque_faible
1410,solo,2198.39,bali,été,13,hôtel,1011.75,pluie,plage,5,aucun,0,0,excellent séjour.,1186.64,91.28,0.0,0.8002415458937198,0,0.25,0.5497055555555554,0.36,risque_eleve
1411,couple,2320.34,lisbonne,automne,5,appartement,1530.68,pluie,plage,3,météo,1,0,séjour mitigé.,789.6600000000001,157.93200000000002,0.1655661764705882,0.0,1,0.25,0.5109277777777776,0.3177,risque_eleve
1412,senior,5978.89,lisbonne,automne,6,resort,955.54,ensoleillé,business,1,aucun,0,1,très mauvaise expérience.,5023.35,837.225,1.0,0.0,0,1.0,0.5109277777777776,0.4613,risque_moyen
1413,couple,5640.36,rome,automne,17,appartement,1399.73,nuageux,business,4,annulation,1,1,très bon rapport qualité-prix.,4240.629999999999,249.44882352941173,1.0,0.0,0,0.7,0.4660166666666667,0.4199,risque_moyen
1415,couple,9545.61,new york,hiver,10,,889.95,nuageux,plage,5,météo,1,1,"très satisfait, je recommande.",8655.66,865.566,1.0,0.6144444444444443,1,0.7,0.1832,0.6766,risque_faible
1416,business,9664.71,dubaï,automne,8,resort,1066.22,ensoleillé,gastronomie,1,annulation,1,1,à éviter.,8598.49,1074.81125,1.0,0.0853650793650794,0,1.0,0.6703277777777777,0.4958,risque_moyen
1417,senior,11176.0,bali,été,16,villa,1222.15,ensoleillé,plage,3,retard_vol,1,1,peut mieux faire sur la logistique.,9953.85,622.115625,1.0,0.5969565217391304,0,1.0,0.5497055555555554,0.5734,risque_moyen
1418,senior,5175.44,dubaï,été,5,appartement,888.23,variable,plage,4,aucun,0,1,"parfait, rien à redire.",4287.209999999999,857.4419999999998,0.3730409836065572,0.367888888888889,0,0.45,0.5018666666666666,0.4049,risque_moyen
1419,couple,6764.32,rome,automne,12,resort,1190.44,ensoleillé,,3,aucun,0,1,séjour correct mais perfectible.,5573.879999999999,464.49,1.0,0.0,0,1.0,0.4660166666666667,0.5759,risque_moyen
1420,solo,6801.26,bali,automne,21,appartement,1057.72,,culture,2,retard_vol,0,1,très mauvaise expérience.,5743.54,273.5019047619048,0.6837217741935483,0.7558260869565216,1,0.5,0.5225333333333333,0.7502,risque_faible
1421,famille,13733.37,dubaï,été,11,appartement,1052.32,variable,randonnée,1,météo,1,1,de nombreux problèmes rencontrés.,12681.05,1152.8227272727274,1.0,0.1074285714285716,0,0.45,0.5018666666666666,0.5336,risque_moyen
1423,senior,3063.69,sydney,printemps,12,appartement,1137.1,ensoleillé,randonnée,3,retard_vol,1,0,"quelques imprévus, globalement bien.",1926.59,160.54916666666668,0.0,0.8058974358974359,0,1.0,0.51555,0.4469,risque_moyen
1424,business,6946.35,paris,printemps,8,hôtel,1161.92,pluie,randonnée,5,météo,0,1,excellent séjour.,5784.43,723.05375,1.0,0.0,0,0.25,0.3504166666666666,0.472,risque_moyen
1425,business,2544.81,rome,printemps,3,resort,957.51,ensoleillé,culture,4,retard_vol,1,0,"parfait, rien à redire.",1587.3,529.1,0.1281442307692307,0.0,0,1.0,0.4113722222222222,0.2052,risque_eleve
1426,solo,5881.94,paris,printemps,13,appartement,,pluie,business,2,météo,1,1,je ne recommande pas.,,,1.0,0.5,0,0.25,0.3504166666666666,0.5621,risque_moyen
1427,senior,6415.41,rome,hiver,15,appartement,1086.22,pluie,randonnée,2,aucun,0,1,je ne recommande pas.,5329.19,355.2793333333333,1.0,0.0,0,0.25,0.2807999999999999,0.4637,risque_moyen
1428,solo,4270.89,paris,hiver,8,,1106.0,pluie,culture,3,aucun,0,1,dans l'ensemble satisfaisant.,3164.8900000000003,395.61125,0.5835982142857143,0.0,1,0.25,0.17495,0.3944,risque_eleve
1430,solo,9457.95,new york,printemps,5,,1204.82,pluie,plage,5,aucun,0,1,"très satisfait, je recommande.",8253.130000000001,1650.6260000000002,1.0,0.2028496732026146,0,0.25,0.3306888888888888,0.3862,risque_eleve
1431,famille,5970.9,new york,automne,9,villa,631.64,pluie,culture,4,météo,1,1,une expérience inoubliable.,5339.259999999999,593.2511111111111,0.4607499999999999,0.9521045751633986,1,0.25,0.3630666666666667,0.674,risque_faible
1432,couple,5095.81,tokyo,été,7,villa,922.24,ensoleillé,plage,5,bagages,0,1,excellent séjour.,4173.570000000001,596.2242857142858,0.1971892361111112,0.8018624338624338,1,1.0,0.4004166666666666,0.6676,risque_faible
1433,famille,6255.3,paris,hiver,5,villa,1042.98,pluie,gastronomie,2,annulation,0,1,à éviter.,5212.32,1042.464,1.0,0.0,1,0.25,0.17495,0.631,risque_faible
1434,solo,6894.0,new york,hiver,19,hôtel,888.56,variable,gastronomie,4,météo,0,1,"très satisfait, je recommande.",6005.4400000000005,316.0757894736842,0.6382692307692306,0.6162614379084967,0,0.45,0.1832,0.4856,risque_moyen
1436,couple,8785.91,lisbonne,automne,13,hôtel,,nuageux,plage,5,retard_vol,1,1,excellent séjour.,,,1.0,0.5,1,0.7,0.5109277777777776,0.8153,risque_faible
1437,solo,5104.66,paris,printemps,14,villa,1165.37,ensoleillé,randonnée,2,annulation,1,1,de nombreux problèmes rencontrés.,3939.29,281.3778571428571,0.8317440476190474,0.0,1,1.0,0.3504166666666666,0.5749,risque_moyen
1438,senior,12013.03,new york,été,14,appartement,,ensoleillé,,1,météo,1,1,je ne recommande pas.,,,1.0,0.5,0,1.0,0.4609944444444444,0.6653,risque_faible
1440,solo,11644.05,new york,automne,11,villa,792.31,,gastronomie,4,météo,1,1,très bon rapport qualité-prix.,10851.74,986.5218181818182,1.0,0.742078431372549,0,0.5,0.3630666666666667,0.5171,risque_moyen
1441,couple,2845.61,new york,printemps,9,hôtel,1072.49,variable,,5,aucun,0,0,une expérience inoubliable.,1773.12,197.01333333333332,0.0,0.3758300653594772,0,0.45,0.3306888888888888,0.2813,risque_eleve
1442,senior,5425.83,dubaï,hiver,12,appartement,866.88,ensoleillé,,5,météo,1,1,"très satisfait, je recommande.",4558.95,379.9125,0.4243504098360655,0.4017777777777779,0,1.0,0.42075,0.4816,risque_moyen
1443,couple,1911.92,rome,hiver,12,villa,1043.66,variable,plage,1,bagages,0,0,à éviter.,868.26,72.355,0.0,0.0,1,0.45,0.2807999999999999,0.3877,risque_eleve
1444,couple,4079.26,dubaï,hiver,8,hôtel,431.94,ensoleillé,culture,3,bagages,0,1,séjour correct mais perfectible.,3647.32,455.915,0.1484139344262294,1.0,1,1.0,0.42075,0.692,risque_faible
1445,senior,11974.99,lisbonne,hiver,3,appartement,815.7,ensoleillé,culture,2,aucun,0,1,de nombreux problèmes rencontrés.,11159.29,3719.763333333333,1.0,0.0,1,1.0,0.3659111111111111,0.7439,risque_faible
1446,solo,12924.54,lisbonne,été,11,villa,1510.33,nuageux,gastronomie,2,météo,1,1,de nombreux problèmes rencontrés.,11414.21,1037.6554545454546,1.0,0.0,0,0.7,0.5779666666666666,0.4334,risque_moyen
1447,business,2292.43,tokyo,automne,9,hôtel,1340.55,ensoleillé,randonnée,5,météo,0,0,"parfait, rien à redire.",951.88,105.76444444444444,0.0,0.3592063492063493,0,1.0,0.3977388888888888,0.3524,risque_eleve
1448,business,5075.31,bali,été,3,appartement,1471.5,variable,plage,5,météo,1,1,"très satisfait, je recommande.",3603.81,1201.2700000000002,0.3357479838709677,0.3560386473429952,0,0.45,0.5497055555555554,0.2781,risque_eleve
1449,business,6616.63,dubaï,été,12,resort,1489.91,variable,plage,1,retard_vol,1,1,à éviter.,5126.72,427.2266666666667,0.6683668032786885,0.0,0,0.45,0.5018666666666666,0.3014,risque_eleve
1450,couple,41000.0,new york,printemps,15,appartement,1298.36,variable,gastronomie,1,aucun,0,1,de nombreux problèmes rencontrés.,39701.64,2646.776,1.0,0.080575163398693,1,0.45,0.3306888888888888,0.5682,risque_moyen
1453,couple,,rome,automne,7,villa,1425.33,ensoleillé,culture,3,retard_vol,1,1,peut mieux faire sur la logistique.,,,0.5,0.0,1,1.0,0.4660166666666667,0.6159,risque_faible
1454,senior,500.0,tokyo,automne,4,hôtel,,variable,culture,4,retard_vol,1,0,"parfait, rien à redire.",,,0.0,0.5,1,0.45,0.3977388888888888,0.4917,risque_moyen
1455,couple,5121.62,rome,printemps,11,resort,1786.4,nuageux,plage,4,retard_vol,1,1,très bon rapport qualité-prix.,3335.22,303.20181818181817,0.9540448717948716,0.0,1,0.7,0.4113722222222222,0.7005,risque_faible
1457,business,8600.8,paris,printemps,6,villa,1646.74,ensoleillé,randonnée,4,aucun,0,1,excellent séjour.,6954.06,1159.01,1.0,0.0,0,1.0,0.3504166666666666,0.442,risque_moyen
1458,business,6352.31,lisbonne,printemps,9,appartement,1075.98,ensoleillé,culture,5,retard_vol,0,1,une expérience inoubliable.,5276.33,586.2588888888889,1.0,0.0,0,1.0,0.4363388888888889,0.4524,risque_moyen
1459,solo,5448.54,paris,automne,3,hôtel,1476.06,ensoleillé,gastronomie,5,aucun,0,1,une expérience inoubliable.,3972.48,1324.16,0.9340892857142856,0.0,0,1.0,0.3681277777777778,0.5457,risque_moyen
1460,solo,10331.0,paris,printemps,15,hôtel,1572.71,variable,culture,4,annulation,1,1,"très satisfait, je recommande.",8758.29,583.8860000000001,1.0,0.0,1,0.45,0.3504166666666666,0.6761,risque_faible
1461,senior,8074.52,tokyo,automne,6,villa,843.85,variable,business,3,météo,1,1,dans l'ensemble satisfaisant.,7230.67,1205.111666666667,0.714326388888889,0.8848148148148148,0,0.45,0.3977388888888888,0.461,risque_moyen
1462,business,4313.93,rome,été,10,appartement,988.02,variable,culture,1,météo,1,1,de nombreux problèmes rencontrés.,3325.9100000000003,332.591,0.6951698717948718,0.0,0,0.45,0.4642444444444444,0.3044,risque_eleve
1464,senior,8469.7,lisbonne,printemps,7,appartement,,pluie,culture,5,bagages,0,1,excellent séjour.,,,1.0,0.5,1,0.25,0.4363388888888889,0.7524,risque_faible
1465,business,13855.37,tokyo,été,9,villa,1296.77,ensoleillé,business,3,aucun,0,1,séjour mitigé.,12558.6,1395.4,1.0,0.4055343915343915,1,1.0,0.4004166666666666,0.701,risque_faible
1466,couple,10096.03,tokyo,été,10,hôtel,1065.3,nuageux,business,4,aucun,0,1,"très satisfait, je recommande.",9030.73,903.073,1.0,0.6504761904761907,0,0.7,0.4004166666666666,0.6491,risque_faible
1467,solo,,bali,printemps,12,hôtel,1132.03,ensoleillé,culture,3,aucun,0,1,peut mieux faire sur la logistique.,,,0.5,0.6840289855072464,1,1.0,0.5140166666666667,0.7448,risque_faible
1468,famille,4460.81,paris,printemps,17,villa,1267.07,ensoleillé,culture,3,retard_vol,1,1,séjour mitigé.,3193.7400000000007,187.86705882352945,0.640122023809524,0.0,1,1.0,0.3504166666666666,0.6413,risque_faible
1469,business,4809.45,bali,été,14,villa,620.22,pluie,business,4,bagages,0,1,très bon rapport qualité-prix.,4189.23,299.23071428571427,0.2821471774193547,1.0,1,0.25,0.5497055555555554,0.535,risque_moyen
1470,senior,5974.48,rome,hiver,15,resort,1462.85,ensoleillé,gastronomie,2,météo,0,1,je ne recommande pas.,4511.629999999999,300.77533333333326,1.0,0.0,1,1.0,0.2807999999999999,0.6137,risque_faible
1471,solo,6344.83,paris,automne,17,resort,1024.44,nuageux,,5,bagages,0,1,très bon rapport qualité-prix.,5320.389999999999,312.9641176470588,1.0,0.0,0,0.7,0.3681277777777778,0.4082,risque_moyen
1472,solo,2857.63,new york,hiver,13,appartement,1260.68,pluie,gastronomie,5,météo,1,0,"très satisfait, je recommande.",1596.95,122.8423076923077,0.0,0.1298300653594772,0,0.25,0.1832,0.1954,risque_eleve
1473,famille,12030.78,paris,hiver,10,,,ensoleillé,business,4,retard_vol,1,1,très bon rapport qualité-prix.,,,1.0,0.5,0,1.0,0.17495,0.511,risque_moyen
1474,senior,10487.44,paris,été,15,hôtel,1485.37,variable,gastronomie,4,aucun,0,1,"très satisfait, je recommande.",9002.07,600.138,1.0,0.0,1,0.45,0.5546333333333333,0.7006,risque_faible
1475,famille,5690.9,new york,été,15,villa,1089.9,nuageux,business,1,météo,0,1,déçu par l'organisation.,4601.0,306.7333333333333,0.406903846153846,0.3530718954248365,0,0.7,0.4609944444444444,0.4368,risque_moyen
1476,famille,9512.66,tokyo,été,13,resort,548.87,variable,culture,4,retard_vol,1,1,une expérience inoubliable.,8963.789999999999,689.5223076923077,0.964003472222222,1.0,1,0.45,0.4004166666666666,0.852,risque_faible
1477,couple,7823.18,rome,printemps,3,,1133.31,pluie,business,1,aucun,0,1,très mauvaise expérience.,6689.870000000001,2229.956666666667,1.0,0.0,0,0.25,0.4113722222222222,0.3594,risque_eleve
1478,famille,9827.79,paris,automne,6,hôtel,1171.79,pluie,plage,1,météo,0,1,à éviter.,8656.0,1442.6666666666667,1.0,0.0,1,0.25,0.3681277777777778,0.5342,risque_moyen
1479,solo,1501.07,rome,été,9,hôtel,,pluie,culture,2,annulation,1,0,à éviter.,,,0.0,0.5,1,0.25,0.4642444444444444,0.4757,risque_moyen
1480,solo,6336.4,rome,été,14,appartement,1157.53,variable,culture,1,bagages,0,1,déçu par l'organisation.,5178.87,369.9192857142857,1.0,0.0,1,0.45,0.4642444444444444,0.6897,risque_faible
1481,couple,6689.87,sydney,printemps,10,resort,1021.25,pluie,business,4,météo,0,1,une expérience inoubliable.,5668.62,566.862,0.3577921874999999,0.90491452991453,0,0.25,0.51555,0.4749,risque_moyen
1482,famille,9439.77,lisbonne,hiver,16,appartement,758.14,ensoleillé,business,2,retard_vol,1,1,très mauvaise expérience.,8681.630000000001,542.6018750000001,1.0,0.0,0,1.0,0.3659111111111111,0.5639,risque_moyen
1483,famille,,tokyo,été,16,hôtel,1297.96,ensoleillé,culture,2,annulation,1,1,très mauvaise expérience.,,,0.5,0.4042751322751323,1,1.0,0.4004166666666666,0.5608,risque_moyen
1485,famille,2560.42,dubaï,été,16,villa,1009.09,ensoleillé,plage,2,bagages,0,0,déçu par l'organisation.,1551.33,96.958125,0.0,0.176047619047619,1,1.0,0.5018666666666666,0.5119,risque_moyen
1486,business,6677.73,new york,hiver,5,villa,994.03,ensoleillé,business,4,météo,1,1,une expérience inoubliable.,5683.7,1136.74,0.596678846153846,0.4783921568627453,1,1.0,0.1832,0.5752,risque_moyen
1487,couple,7181.71,rome,automne,12,hôtel,1449.11,ensoleillé,plage,3,annulation,0,1,dans l'ensemble satisfaisant.,5732.6,477.7166666666667,1.0,0.0,1,1.0,0.4660166666666667,0.7559,risque_faible
1488,couple,13716.24,paris,été,7,resort,1107.03,pluie,culture,2,aucun,0,1,déçu par l'organisation.,12609.21,1801.3157142857142,1.0,0.0,1,0.25,0.5546333333333333,0.6766,risque_faible
1490,solo,7252.89,new york,été,8,appartement,999.91,pluie,gastronomie,3,retard_vol,1,1,peut mieux faire sur la logistique.,6252.9800000000005,781.6225000000001,0.7072865384615384,0.4707058823529412,0,0.25,0.4609944444444444,0.4881,risque_moyen
1491,famille,6793.33,rome,hiver,17,resort,1242.05,variable,plage,3,retard_vol,0,1,"quelques imprévus, globalement bien.",5551.28,326.54588235294113,1.0,0.0,1,0.45,0.2807999999999999,0.6677,risque_faible
1492,famille,11378.28,bali,automne,12,hôtel,1479.62,variable,plage,1,annulation,0,1,à éviter.,9898.66,824.8883333333333,1.0,0.348193236714976,1,0.45,0.5225333333333333,0.6394,risque_faible
1493,senior,4543.49,bali,été,20,appartement,1291.63,ensoleillé,business,4,bagages,0,1,très bon rapport qualité-prix.,3251.86,162.593,0.2285262096774193,0.5298260869565216,0,1.0,0.5497055555555554,0.4653,risque_moyen
1494,famille,6358.1,rome,automne,11,resort,1302.08,pluie,gastronomie,1,aucun,0,1,je ne recommande pas.,5056.02,459.63818181818186,1.0,0.0,1,0.25,0.4660166666666667,0.6659,risque_faible
1495,solo,2529.93,tokyo,printemps,21,,1280.47,pluie,plage,2,météo,1,0,à éviter.,1249.4599999999998,59.49809523809523,0.0,0.4227830687830687,0,0.25,0.3183611111111111,0.1443,risque_eleve
1497,couple,8507.34,new york,automne,10,resort,,pluie,plage,1,aucun,0,1,à éviter.,,,0.948526923076923,0.5,1,0.25,0.3630666666666667,0.7292,risque_faible
1498,solo,4069.85,rome,été,4,appartement,1063.06,ensoleillé,business,2,météo,1,1,je ne recommande pas.,3006.79,751.6975,0.6169391025641024,0.0,0,1.0,0.4642444444444444,0.4685,risque_moyen
